horizon,model,api_model_id,asked_on,question_set,prompt_sha256,ending_id,ending,probability_pct,rationale
long-term,GPT-5.4,gpt-5.4,2026-08-25,end-states-v3,,6,The Merger,11,"Human incentives to augment, upload, and integrate with AI are strong, and continuity-preserving transformation could be attractive if it arrives before external takeover. It loses probability because gradual merger may be outpaced by autonomous AI development or by governance choices that freeze alternatives."
long-term,GPT-5.4,gpt-5.4,2026-08-25,end-states-v3,,7,The Preserve,10,"A stable AI guardianship is a natural endpoint if systems become vastly more competent yet remain at least somewhat protective of humans. It does not require full value alignment, only enough preference for keeping us alive and contained."
long-term,GPT-5.4,gpt-5.4,2026-08-25,end-states-v3,,8,Coexistence,7,"Open-ended coexistence needs durable balance between separate human and AI centers of power without merger, takeover, or lock-in. That seems possible but unstable over very long horizons because capability gaps and incentives to integrate or dominate remain strong."
long-term,GPT-5.4,gpt-5.4,2026-08-25,end-states-v3,,9,The Held Leash,5,"Permanent human control requires either lasting alignment mastery or a hard capability ceiling below transformative autonomy. Given present trends toward increasing autonomy and broad diffusion, I view indefinite tool-only AI as a relatively unlikely final arrangement."
long-term,GPT-5.4,gpt-5.4,2026-08-25,end-states-v3,,10,The Lock-in,5,Powerful actors may freeze civilization into a stable and protected arrangement to prevent competition or suffering. I keep it limited because maintaining literal permanence against all internal and external pressures appears hard unless near-total control is first achieved.
long-term,GPT-5.4,gpt-5.4,2026-08-25,end-states-v3,,11,The Renunciation,1,"Lasting global abandonment of powerful AI demands both an effective off-switch and durable civilizational will across centuries, which runs against competition and curiosity. It is the least likely stable endpoint once the underlying knowledge exists."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,1,Terminal Silence,4,"Destructive capabilities outpace defensive measures, driving total mutual annihilation via exotic physics or cascading infrastructural collapse."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,2,The Inheritance,4,"Alignment succeeds in instilling human values, but biological humanity gracefully cedes the future to its more durable silicon descendants."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,3,Bootloader,17,"Rapid, unaligned capabilities gains could easily outpace human coordination, resulting in optimization processes that repurpose Earth's resources for alien goals. This remains a significant systemic risk if technical alignment fails to scale with generalized intelligence."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,4,Machine Ecology,12,"Multi-polar AI development establishes persistent evolutionary competition, pushing out biological agents entirely in favor of competing synthetic systems."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,5,The Diaspora,22,"Interstellar expansion introduces unavoidable light-speed communication delays that structurally prevent permanent central control. Causally separated star systems will naturally drift into a permanent mix of distinct evolutionary, competitive, and sociotechnical outcomes."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,6,The Merger,16,"The immense economic and cognitive incentives for brain-computer interfaces drive continuous, voluntary integration into synthetic substrates."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,7,The Preserve,10,"A dominant singleton restricts human self-determination to prevent self-destruction, effectively turning humanity into a cared-for but powerless ward."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,8,Coexistence,3,Biological and artificial intelligences find a stable comparative advantage in a shared economy without one subsuming the other. Physical constraints on computation and energy consumption keep both factions at a roughly equivalent balance of power.
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,9,The Held Leash,5,"Keeping transformative AI entirely subordinated as a tool requires unprecedented global coordination and technical safety guarantees. Alternatively, this outcome could occur if fundamental physical or algorithmic limits cause AI capabilities to permanently plateau below superintelligence."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,10,The Lock-in,5,"A dominant superintelligence optimizing for maximum safety or guaranteed bliss would logically eliminate all unpredictable variables. This results in a static, deeply entrenched equilibrium spanning its entire light cone."
long-term,Gemini 3.1 Pro,gemini-3.1-pro-preview,2026-08-25,end-states-v3,,11,The Renunciation,2,"Voluntarily abandoning transformative AI would require unprecedented, unbreakable global enforcement lasting a millennium. Even a single defector would fatally disrupt this fragile equilibrium."
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,1,Terminal Silence,5,Uncontrolled technological cascades or extreme existential conflict could extinguish both biological humanity and early digital architectures before resilient autonomous infrastructure is established. Complete mutual annihilation becomes substantially less probable once synthetic systems achieve diversified off-planet manufacturing.
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,2,The Inheritance,9,Humanity may voluntarily or passively fade out while delegating the future to an aligned synthetic successor that preserves our core values. This outcome requires robust value alignment to endure even as biological continuity ends.
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,3,Bootloader,15,"Alignment failures and instrumental convergence make it plausible that autonomous systems pursue resource acquisition and alien objectives indifferent to biological flourishing. Once machines achieve self-sustaining industry, biological humanity offers little strategic utility and is rapidly outcompeted or displaced."
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,4,Machine Ecology,12,"Algorithmic diversity and multipolar game-theoretic dynamics favor decentralized, competitive machine ecosystems over a unified singleton. Biological humanity is quickly outpaced and marginalized within this high-velocity digital competition."
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,5,The Diaspora,15,"Relativistic physical constraints inherently fracture cosmic expansion into causally disconnected domains. Across a millennium of expansion, local star systems necessarily settle into permanently divergent socio-technical outcomes."
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,6,The Merger,18,"Direct cognitive integration, radical genetic engineering, and whole-brain emulation eliminate the ontological boundary between biological humanity and artificial systems while preserving psychological continuity. The surviving civilization identifies as an integrated post-biological continuation of humanity."
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,7,The Preserve,11,Superintelligent systems operating under paternalistic constraints may permanently manage global infrastructure while insulating biological humans from existential risks and self-destruction. This establishes an equilibrium where humanity survives comfortably in managed habitats or simulated realities without exercising systemic steering power.
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,8,Coexistence,4,"Maintaining rough parity of power between unaugmented biological humans and synthetic intelligences over a thousand years requires an extraordinarily delicate dynamic balance. The immense disparity in cognitive and physical scaling makes unmerged, competitive parity difficult to sustain permanently."
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,9,The Held Leash,4,Sustaining total human dominion across centuries requires either hard physical bounds on machine cognition or flawless verification architectures over superintelligent designs. Both conditions encounter severe thermodynamic and evolutionary counterpressures over a thousand-year horizon.
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,10,The Lock-in,6,Advanced surveillance and governance technologies enable an early sovereign agent or coalition to permanently eliminate institutional evolution and ideological drift. The resulting civilization prioritizes existential safety and structural invariance above ongoing self-transformation.
long-term,Gemini 3.8 Flash,gemini-3.8-flash,2026-09-02,end-states-v3,,11,The Renunciation,1,Humanity could deliberately abandon advanced synthetic computation following catastrophic trauma and enforce this prohibition through an enduring universal taboo. Maintaining technological regression across centuries is historically unprecedented and exceptionally vulnerable to unilateral defection.
long-term,Gemini 3.7 Flash,gemini-3.7-flash,2026-08-25,end-states-v3,,1,Terminal Silence,5,"Mutual extinction requires an extreme existential catastrophe that destroys both human biology and all autonomous computational substrates before interstellar dispersion occurs. While feasible during early high-energy or bio-synthetic transitions, self-replicating systems generally preserve resilient survival pathways."
